year,week,gross,top_release,releases,long_weekend
1992,14,100286819,Basic Instinct,27,false
1992,15,84783864,Sleepwalkers,23,false
1992,16,81665492,Basic Instinct,23,false
1992,17,63138106,Basic Instinct,26,false
1992,18,43088840,Basic Instinct,27,false
1992,19,39191168,Basic Instinct,27,false
1992,20,79385760,Lethal Weapon 3,26,false
1992,21,114770296,Lethal Weapon 3,20,false
1992,22,81838246,Lethal Weapon 3,18,false
1992,23,102419265,Patriot Games,15,false
1992,24,84367221,Patriot Games,14,false
1992,25,132015040,Batman Returns,16,false
1992,26,125165694,Batman Returns,22,false
1992,27,125861734,A League of Their Own,20,false
1992,28,120828051,A League of Their Own,17,false
1992,29,112363020,"Honey, I Blew Up the Kid",16,false
1992,30,87334518,Mo' Money,16,false
1992,31,84471139,Death Becomes Her,19,false
1992,32,106815113,Unforgiven,24,false
1992,33,92941501,Unforgiven,21,false
1992,34,76041109,Unforgiven,25,false
1992,35,63274466,Honeymoon in Vegas,20,false
1992,36,52137564,Honeymoon in Vegas,21,false
1992,37,57368755,Sneakers,31,false
1992,38,59958937,Sneakers,29,false
1992,39,80778107,The Last of the Mohicans,26,false
1992,40,72824721,The Last of the Mohicans,23,false
1992,41,72535207,Under Siege,23,false
1992,42,69014039,Under Siege,23,false
1992,43,64671404,Under Siege,23,false
1992,44,43750843,Under Siege,19,false
1992,45,63322394,Passenger 57,22,false
1992,46,83208929,Bram Stoker's Dracula,24,false
1992,47,126963094,Home Alone 2: Lost in New York,22,false
1992,48,124302113,Home Alone 2: Lost in New York,19,false
1992,49,76576699,Home Alone 2: Lost in New York,18,false
1992,50,82917946,A Few Good Men,20,false
1992,51,110495239,A Few Good Men,18,false
1992,52,183603217,Aladdin,22,false
1993,1,104886500,Aladdin,20,false
1993,2,78995731,A Few Good Men,23,false
1993,3,97233042,Aladdin,26,false
1993,4,83521647,Aladdin,26,false
1993,5,62785205,Aladdin,25,false
1993,6,85807587,Loaded Weapon 1,27,false
1993,7,97905544,Groundhog Day,27,false
1993,8,77838747,Groundhog Day,26,false
1993,9,77852817,Falling Down,27,false
1993,10,69963748,Falling Down,26,false
1993,11,69561640,Fire in the Sky,26,false
1993,12,72624561,Teenage Mutant Ninja Turtles III,22,false
1993,13,60122131,Teenage Mutant Ninja Turtles III,25,false
1993,14,73804394,Cop & ½,24,false
1993,15,82087821,Indecent Proposal,22,false
1993,16,63011126,Indecent Proposal,24,false
1993,17,82247115,Like Water for Chocolate,25,false
1993,18,58816988,Indecent Proposal,26,false
1993,19,55862713,Dragon: The Bruce Lee Story,25,false
1993,20,57383224,Dave,22,false
1993,21,75542340,Sliver,22,false
1993,22,117756407,Cliffhanger,21,false
1993,23,82484268,Cliffhanger,23,false
1993,24,135733636,Jurassic Park,21,false
1993,25,132039248,Jurassic Park,18,false
1993,26,142649921,Jurassic Park,20,false
1993,27,181632163,The Firm,19,false
1993,28,160377210,The Firm,19,false
1993,29,151454460,The Firm,21,false
1993,30,137109760,In the Line of Fire,20,false
1993,31,140296961,Rising Sun,22,false
1993,32,139982169,The Fugitive,24,false
1993,33,123768838,The Fugitive,24,false
1993,34,97470770,The Fugitive,24,false
1993,35,88444090,The Fugitive,28,false
1993,36,81870763,The Fugitive,26,false
1993,37,64758551,The Fugitive,26,false
1993,38,60622752,Striking Distance,25,false
1993,39,75918311,The Good Son,26,false
1993,40,90268721,Malice,27,false
1993,41,89139023,Demolition Man,23,false
1993,42,81124635,Demolition Man,25,false
1993,43,79161267,Demolition Man,23,false
1993,44,56176365,The Nightmare Before Christmas,21,false
1993,45,73459889,The Nightmare Before Christmas,22,false
1993,46,76954379,The Three Musketeers,25,false
1993,47,102811639,Addams Family Values,31,false
1993,48,100650603,Mrs. Doubtfire,24,false
1993,49,64854786,Mrs. Doubtfire,21,false
1993,50,73035757,Wayne's World 2,25,false
1993,51,93553263,The Pelican Brief,24,false
1993,52,139831239,Mrs. Doubtfire,23,false
1993,53,113301121,Mrs. Doubtfire,24,false
1994,1,99789193,Mrs. Doubtfire,26,false
1994,2,100138222,Philadelphia,28,false
1994,3,85606982,Philadelphia,29,false
1994,4,80993888,Mrs. Doubtfire,26,false
1994,5,86645853,Ace Ventura: Pet Detective,29,false
1994,6,89935289,Ace Ventura: Pet Detective,29,false
1994,7,100545484,On Deadly Ground,24,false
1994,8,69934987,On Deadly Ground,22,false
1994,9,67000589,Ace Ventura: Pet Detective,23,false
1994,10,77786048,Guarding Tess,28,false
1994,11,79692390,Naked Gun 33 1/3: The Final Insult,34,false
1994,12,69780120,Naked Gun 33 1/3: The Final Insult,28,false
1994,13,89313819,D2: The Mighty Ducks,28,false
1994,14,69222693,D2: The Mighty Ducks,23,false
1994,15,60787883,Four Weddings and a Funeral,29,false
1994,16,59260867,Four Weddings and a Funeral,28,false
1994,17,53514726,Four Weddings and a Funeral,26,false
1994,18,46551697,Four Weddings and a Funeral,28,false
1994,19,67006558,When a Man Loves a Woman,27,false
1994,20,82745177,Maverick,27,false
1994,21,121261116,The Flintstones,20,false
1994,22,90980345,The Flintstones,22,false
1994,23,100163144,Speed,22,false
1994,24,116524898,Wolf,19,false
1994,25,147908772,The Lion King,16,false
1994,26,165232024,The Lion King,22,false
1994,27,153335328,Forrest Gump,18,false
1994,28,156227495,True Lies,18,false
1994,29,166901974,Forrest Gump,18,false
1994,30,167510423,The Mask,19,false
1994,31,164956659,Clear and Present Danger,19,false
1994,32,127424171,Clear and Present Danger,15,false
1994,33,114786319,Forrest Gump,18,false
1994,34,98214712,Natural Born Killers,22,false
1994,35,94755502,Forrest Gump,22,false
1994,36,72376166,Forrest Gump,25,false
1994,37,63280860,Timecop,24,false
1994,38,68906232,Timecop,27,false
1994,39,68230648,The River Wild,27,false
1994,40,76667230,The Specialist,19,false
1994,41,85808726,Pulp Fiction,24,false
1994,42,65777835,Pulp Fiction,22,false
1994,43,77062044,Stargate,25,false
1994,44,74583103,Stargate,24,false
1994,45,109172661,Interview with the Vampire: The Vampire Chronicles,21,false
1994,46,157535899,Star Trek: Generations,27,false
1994,47,113422141,The Santa Clause,20,false
1994,48,64852851,The Santa Clause,18,false
1994,49,58398769,Disclosure,16,false
1994,50,99147521,Dumb and Dumber,24,false
1994,51,154850467,Dumb and Dumber,29,false
1994,52,132059588,Dumb and Dumber,28,false
1995,1,88511260,Dumb and Dumber,27,false
1995,2,127033512,Higher Learning,26,false
1995,3,78241231,Legends of the Fall,22,false
1995,4,66766548,Legends of the Fall,23,false
1995,5,74347181,Legends of the Fall,28,false
1995,6,73938830,The Quick and the Dead,26,false
1995,7,87234290,The Brady Bunch Movie,25,false
1995,8,64434263,The Brady Bunch Movie,22,false
1995,9,74449150,Dumb and Dumber,22,false
1995,10,63228117,Outbreak,24,false
1995,11,73089838,Outbreak,27,false
1995,12,74684192,Outbreak,27,false
1995,13,64388062,Tommy Boy,22,false
1995,14,85239520,Bad Boys,23,false
1995,15,80319348,Bad Boys,19,false
1995,16,78779169,While You Were Sleeping,27,false
1995,17,78438303,While You Were Sleeping,28,false
1995,18,65809624,French Kiss,21,false
1995,19,70407980,Crimson Tide,19,false
1995,20,88651741,Die Hard with a Vengeance,18,false
1995,21,133617798,Casper,19,false
1995,22,107239615,Casper,22,false
1995,23,105608481,Congo,20,false
1995,24,152081880,Batman Forever,19,false
1995,25,144984086,Pocahontas,22,false
1995,26,181855617,Apollo 13,23,false
1995,27,138208332,Apollo 13,20,false
1995,28,149905412,Apollo 13,25,false
1995,29,146532761,Clueless,26,false
1995,30,145547029,Waterworld,23,false
1995,31,134247117,Waterworld,25,false
1995,32,129354468,Dangerous Minds,24,false
1995,33,134339141,Mortal Kombat,30,false
1995,34,110071450,Mortal Kombat,32,false
1995,35,89972569,Mortal Kombat,27,false
1995,36,71264878,"To Wong Foo Thanks for Everything, Julie Newmar",29,false
1995,37,65346698,"To Wong Foo Thanks for Everything, Julie Newmar",28,false
1995,38,69386260,Se7en,30,false
1995,39,75353606,Se7en,29,false
1995,40,86442204,Se7en,26,false
1995,41,67301049,Se7en,24,false
1995,42,81990240,Get Shorty,27,false
1995,43,70707425,Get Shorty,27,false
1995,44,73935178,Get Shorty,29,false
1995,45,93571509,Ace Ventura: When Nature Calls,28,false
1995,46,140130288,GoldenEye,32,false
1995,47,136127747,Toy Story,22,false
1995,48,80996942,Toy Story,19,false
1995,49,65081078,Toy Story,18,false
1995,50,91983797,Toy Story,24,false
1995,51,186874873,Toy Story,24,false
1995,52,167779074,Toy Story,27,false
1996,1,109912492,12 Monkeys,22,false
1996,2,117829840,12 Monkeys,22,false
1996,3,96635363,From Dusk Till Dawn,21,false
1996,4,83383966,Mr. Holland's Opus,23,false
1996,5,98877513,Black Sheep,24,false
1996,6,87880843,Broken Arrow,26,false
1996,7,114765753,Broken Arrow,30,false
1996,8,82439761,Rumble in the Bronx,23,false
1996,9,83073994,Up Close & Personal,25,false
1996,10,91793466,The Birdcage,24,false
1996,11,89774764,The Birdcage,27,false
1996,12,88377684,The Birdcage,27,false
1996,13,94081361,The Birdcage,30,false
1996,14,90795634,Primal Fear,23,false
1996,15,77601169,Primal Fear,19,false
1996,16,62714823,Primal Fear,19,false
1996,17,64719835,The Quest,22,false
1996,18,59301274,The Craft,22,false
1996,19,98032183,Twister,24,false
1996,20,97864767,Twister,20,false
1996,21,147383341,Mission: Impossible,16,false
1996,22,110060596,Mission: Impossible,15,false
1996,23,115295954,The Rock,15,false
1996,24,117382266,The Cable Guy,18,false
1996,25,141777627,Eraser,19,false
1996,26,209763708,Independence Day,15,false
1996,27,193050091,Independence Day,14,false
1996,28,158364562,Independence Day,15,false
1996,29,138318343,Independence Day,20,false
1996,30,132319618,A Time to Kill,25,false
1996,31,129652886,A Time to Kill,28,false
1996,32,110382198,Jack,24,false
1996,33,105868952,Tin Cup,23,false
1996,34,101738071,Tin Cup,26,false
1996,35,97366628,The Crow: City of Angels,27,false
1996,36,59632910,Bulletproof,21,false
1996,37,57231742,Maximum Risk,25,false
1996,38,71327646,The First Wives Club,23,false
1996,39,65947958,The First Wives Club,23,false
1996,40,64290620,The First Wives Club,24,false
1996,41,76136866,The Ghost and the Darkness,25,false
1996,42,66017768,Sleepers,19,false
1996,43,69054998,Sleepers,24,false
1996,44,78172124,Romeo + Juliet,25,false
1996,45,95702479,Ransom,23,false
1996,46,103798791,Space Jam,21,false
1996,47,151376978,Star Trek: First Contact,24,false
1996,48,133407750,101 Dalmatians,20,false
1996,49,70273297,101 Dalmatians,18,false
1996,50,87012040,Jerry Maguire,21,false
1996,51,157200985,Beavis and Butt-Head Do America,27,false
1996,52,202748930,Michael,25,false
1997,1,112952224,Jerry Maguire,23,false
1997,2,104268463,The Relic,23,false
1997,3,111535066,Beverly Hills Ninja,24,false
1997,4,82833193,Evita,27,false
1997,5,116097721,Star Wars: Episode IV - A New Hope1997 Special Edition,29,false
1997,6,112415150,Star Wars: Episode IV - A New Hope1997 Special Edition,31,false
1997,7,140564268,Star Wars: Episode IV - A New Hope1997 Special Edition,32,false
1997,8,116376261,Star Wars: Episode V - The Empire Strikes Back1997 Special Edition,35,false
1997,9,105842087,Star Wars: Episode V - The Empire Strikes Back1997 Special Edition,33,false
1997,10,105117588,Private Parts,28,false
1997,11,101196127,Star Wars: Episode VI - Return of the Jedi1997 Special Edition,30,false
1997,12,128421627,Liar Liar,33,false
1997,13,133358717,Liar Liar,27,false
1997,14,97329393,Liar Liar,23,false
1997,15,98156196,Anaconda,19,false
1997,16,80818182,Anaconda,20,false
1997,17,71551131,Volcano,24,false
1997,18,85400306,Breakdown,25,false
1997,19,87079691,The Fifth Element,25,false
1997,20,74848177,The Fifth Element,21,false
1997,21,164789964,The Lost World: Jurassic Park,19,false
1997,22,93665616,The Lost World: Jurassic Park,18,false
1997,23,96493841,Con Air,19,false
1997,24,91302026,Speed 2: Cruise Control,20,false
1997,25,143558433,Batman & Robin,19,false
1997,26,189668948,Hercules,23,false
1997,27,180651668,Men in Black,20,false
1997,28,154088415,Men in Black,18,false
1997,29,157369910,Men in Black,19,false
1997,30,166947989,Air Force One,21,false
1997,31,155574968,Air Force One,22,false
1997,32,132905493,Conspiracy Theory,24,false
1997,33,126380411,Cop Land,23,false
1997,34,115590524,G.I. Jane,29,false
1997,35,105288730,G.I. Jane,23,false
1997,36,66821597,Fire Down Below,25,false
1997,37,66232496,The Game,25,false
1997,38,77301725,In & Out,24,false
1997,39,89848657,The Peacemaker,24,false
1997,40,84406147,Kiss the Girls,24,false
1997,41,82082633,Kiss the Girls,28,false
1997,42,92061038,I Know What You Did Last Summer,25,false
1997,43,80415188,I Know What You Did Last Summer,24,false
1997,44,74189253,I Know What You Did Last Summer,23,false
1997,45,103388288,Starship Troopers,19,false
1997,46,93017586,The Jackal,25,false
1997,47,137440660,Mortal Kombat: Annihilation,25,false
1997,48,136943355,Flubber,21,false
1997,49,60080249,Flubber,17,false
1997,50,99830380,Scream 2,20,false
1997,51,189713422,Titanic,31,false
1997,52,267278826,Titanic,28,false
1998,1,155051592,Titanic,23,false
1998,2,130770956,Titanic,25,false
1998,3,149419376,Titanic,24,false
1998,4,106206981,Titanic,20,false
1998,5,107094253,Titanic,21,false
1998,6,109489826,Titanic,22,false
1998,7,141221437,Titanic,21,false
1998,8,102600965,Titanic,23,false
1998,9,88846173,Titanic,24,false
1998,10,109377146,Titanic,26,false
1998,11,103939421,Titanic,21,false
1998,12,111824717,Titanic,25,false
1998,13,98006435,Titanic,29,false
1998,14,116610749,Lost in Space,27,false
1998,15,114799823,City of Angels,26,false
1998,16,89986866,City of Angels,30,false
1998,17,79699548,The Big Hit,26,false
1998,18,75131271,He Got Game,29,false
1998,19,99735274,Deep Impact,25,false
1998,20,100505580,Deep Impact,27,false
1998,21,163207495,Godzilla,25,false
1998,22,102041439,Godzilla,22,false
1998,23,124711340,The Truman Show,20,false
1998,24,126842448,The Truman Show,24,false
1998,25,155125566,The X Files,20,false
1998,26,186620592,Doctor Dolittle,25,false
1998,27,173023323,Armageddon,22,false
1998,28,191041748,Lethal Weapon 4,21,false
1998,29,187072827,The Mask of Zorro,22,false
1998,30,197835571,Saving Private Ryan,23,false
1998,31,185597566,Saving Private Ryan,24,false
1998,32,162708802,Saving Private Ryan,22,false
1998,33,143715989,Saving Private Ryan,24,false
1998,34,128456952,Blade,25,false
1998,35,108605218,Blade,30,false
1998,36,101026381,There's Something About Mary,30,false
1998,37,57865861,Rounders,24,false
1998,38,97182133,Rush Hour,25,false
1998,39,87914462,Rush Hour,24,false
1998,40,110326677,Antz,25,false
1998,41,91091258,Antz,23,false
1998,42,93272235,Practical Magic,21,false
1998,43,85109294,Pleasantville,22,false
1998,44,64735228,Vampires,22,false
1998,45,127384870,The Waterboy,19,false
1998,46,100727639,The Waterboy,20,false
1998,47,157541634,The Rugrats Movie,23,false
1998,48,142826562,A Bug's Life,17,false
1998,49,74906191,A Bug's Life,12,false
1998,50,80952335,Star Trek: Insurrection,14,false
1998,51,115764401,You've Got Mail,17,false
1998,52,338614415,Patch Adams,57,false
1999,1,153460234,Patch Adams,58,false
1999,2,124165926,A Civil Action,58,false
1999,3,148321531,Varsity Blues,62,false
1999,4,107125236,Varsity Blues,63,false
1999,5,92258105,She's All That,63,false
1999,6,103317870,Payback,62,false
1999,7,137227924,Message in a Bottle,62,false
1999,8,102793143,Message in a Bottle,62,false
1999,9,103361011,8MM,59,false
1999,10,111303905,Analyze This,63,false
1999,11,115209757,Analyze This,63,false
1999,12,103291848,Forces of Nature,62,false
1999,13,111818599,Forces of Nature,64,false
1999,14,130161016,The Matrix,63,false
1999,15,108068688,The Matrix,67,false
1999,16,105763366,Life,62,false
1999,17,80625758,The Matrix,59,false
1999,18,80799508,Entrapment,69,false
1999,19,113329714,The Mummy,64,false
1999,20,130797555,Star Wars: Episode I - The Phantom Menace,65,false
1999,21,161825432,Star Wars: Episode I - The Phantom Menace,62,false
1999,22,179504907,Star Wars: Episode I - The Phantom Menace,66,false
1999,23,129347238,Star Wars: Episode I - The Phantom Menace,70,false
1999,24,116450439,Star Wars: Episode I - The Phantom Menace,65,false
1999,25,200194271,Tarzan,62,false
1999,26,249436028,Big Daddy,67,false
1999,27,201115978,Wild Wild West,70,false
1999,28,181891707,American Pie,68,false
1999,29,188623507,Eyes Wide Shut,61,false
1999,30,213555386,The Haunting,71,false
1999,31,244053183,Runaway Bride,69,false
1999,32,236718286,The Sixth Sense,65,false
1999,33,191297323,The Sixth Sense,67,false
1999,34,156550120,The Sixth Sense,70,false
1999,35,152017637,The Sixth Sense,65,false
1999,36,113456347,The Sixth Sense,63,false
1999,37,104748640,Stigmata,71,false
1999,38,103402694,Blue Streak,68,false
1999,39,104784192,Double Jeopardy,68,false
1999,40,111778005,Double Jeopardy,60,false
1999,41,118849807,Double Jeopardy,68,false
1999,42,105707447,Fight Club,67,false
1999,43,99285125,The Best Man,64,false
1999,44,92353069,House on Haunted Hill,71,false
1999,45,127679162,The Bone Collector,67,false
1999,46,131431311,Pokémon: The First Movie - Mewtwo Strikes Back,62,false
1999,47,203903391,The World Is Not Enough,61,false
1999,48,189060226,Toy Story 2,62,false
1999,49,99549807,Toy Story 2,66,false
1999,50,101307881,The Green Mile,65,false
1999,51,150664825,Stuart Little,60,false
1999,52,240358802,Stuart Little,63,false
1999,53,162669347,Stuart Little,61,false
2000,1,131993048,Stuart Little,66,false
2000,2,146864839,Next Friday,62,false
2000,3,105857908,Next Friday,63,false
2000,4,86396534,Eye of the Beholder,66,false
2000,5,111490640,Scream 3,62,false
2000,6,120473955,Scream 3,64,false
2000,7,160155119,The Whole Nine Yards,71,false
2000,8,113200551,The Whole Nine Yards,59,false
2000,9,106254004,The Whole Nine Yards,63,false
2000,10,117478221,Mission to Mars,67,false
2000,11,128088254,Erin Brockovich,67,false
2000,12,118014933,Erin Brockovich,68,false
2000,13,115040956,Erin Brockovich,65,false
2000,14,108480524,Rules of Engagement,58,false
2000,15,118034100,Rules of Engagement,68,false
2000,16,124582713,U-571,66,false
2000,17,102710566,U-571,65,false
2000,18,118450802,Gladiator,60,false
2000,19,115252998,Gladiator,62,false
2000,20,171571285,Dinosaur,61,false
2000,21,218482777,Mission: Impossible II,66,false
2000,22,148080838,Mission: Impossible II,66,false
2000,23,144721146,Gone in 60 Seconds,62,false
2000,24,153955375,Shaft,63,false
2000,25,170379964,"Me, Myself & Irene",71,false
2000,26,241065097,The Perfect Storm,73,false
2000,27,214005003,Scary Movie,74,false
2000,28,234438018,X-Men,77,false
2000,29,212835087,What Lies Beneath,75,false
2000,30,196646139,Nutty Professor II: The Klumps,67,false
2000,31,192261181,Hollow Man,73,false
2000,32,160621711,Hollow Man,77,false
2000,33,141610630,The Cell,68,false
2000,34,124626485,Bring It On,65,false
2000,35,120019180,Bring It On,67,false
2000,36,77879907,The Watcher,68,false
2000,37,69790358,The Watcher,70,false
2000,38,79345451,The Exorcist2000 Director's Cut,74,false
2000,39,83206427,Remember the Titans,61,false
2000,40,115137291,Meet the Parents,67,false
2000,41,107465097,Meet the Parents,68,false
2000,42,103028714,Meet the Parents,67,false
2000,43,103319567,Meet the Parents,75,false
2000,44,132522330,Charlie's Angels,72,false
2000,45,128633068,Charlie's Angels,64,false
2000,46,266296476,How the Grinch Stole Christmas,67,false
2000,47,206107873,How the Grinch Stole Christmas,63,false
2000,48,109179405,How the Grinch Stole Christmas,63,false
2000,49,112303780,How the Grinch Stole Christmas,60,false
2000,50,154237176,What Women Want,58,false
2000,51,288555638,Cast Away,63,false
2000,52,235444046,Cast Away,69,false
2001,1,157667877,Cast Away,62,false
2001,2,197417615,Save the Last Dance,65,false
2001,3,146455933,Save the Last Dance,62,false
2001,4,125852408,The Wedding Planner,61,false
2001,5,123927533,The Wedding Planner,62,false
2001,6,166434335,Hannibal,62,false
2001,7,171357743,Hannibal,59,false
2001,8,113608503,Hannibal,59,false
2001,9,114421231,The Mexican,63,false
2001,10,101149588,The Mexican,64,false
2001,11,110860353,Exit Wounds,63,false
2001,12,108205453,Heartbreakers,63,false
2001,13,120392101,Spy Kids,61,false
2001,14,137976624,Spy Kids,68,false
2001,15,129292704,Spy Kids,65,false
2001,16,102378619,Bridget Jones's Diary,63,false
2001,17,86365566,Driven,64,false
2001,18,138734767,The Mummy Returns,64,false
2001,19,103654982,The Mummy Returns,63,false
2001,20,132281276,Shrek,34,false
2001,21,222453395,Pearl Harbor,59,false
2001,22,174292847,Pearl Harbor,62,false
2001,23,145063885,Swordfish,60,false
2001,24,192874575,Lara Croft: Tomb Raider,62,false
2001,25,207877540,The Fast and the Furious,65,false
2001,26,232575274,A.I. Artificial Intelligence,60,false
2001,27,202991634,Cats & Dogs,63,false
2001,28,212127792,Legally Blonde,62,false
2001,29,220066739,Jurassic Park III,60,false
2001,30,226655064,Planet of the Apes,62,false
2001,31,261846448,Rush Hour 2,62,false
2001,32,232487677,American Pie 2,63,false
2001,33,168734777,American Pie 2,58,false
2001,34,135346536,American Pie 2,61,false
2001,35,135358982,Jeepers Creepers,62,false
2001,36,92539945,The Musketeer,60,false
2001,37,83927301,Hardball,62,false
2001,38,78661325,Hardball,63,false
2001,39,95558080,Don't Say a Word,67,false
2001,40,120653834,Training Day,68,false
2001,41,110640674,Training Day,67,false
2001,42,107446892,From Hell,70,false
2001,43,108710732,K-PAX,65,false
2001,44,179740529,"Monsters, Inc.",64,false
2001,45,163161318,"Monsters, Inc.",67,false
2001,46,250208972,Harry Potter and the Sorcerer's Stone,67,false
2001,47,180478033,Harry Potter and the Sorcerer's Stone,62,false
2001,48,111092769,Harry Potter and the Sorcerer's Stone,60,false
2001,49,114377844,Ocean's Eleven,59,false
2001,50,153814459,Vanilla Sky,64,false
2001,51,290665861,The Lord of the Rings: The Fellowship of the Ring,63,false
2001,52,291443826,The Lord of the Rings: The Fellowship of the Ring,65,false
2002,1,160509255,The Lord of the Rings: The Fellowship of the Ring,60,false
2002,2,138640274,The Lord of the Rings: The Fellowship of the Ring,60,false
2002,3,177210194,Black Hawk Down,59,false
2002,4,164719925,Black Hawk Down,60,false
2002,5,126259558,Black Hawk Down,62,false
2002,6,136239020,Collateral Damage,62,false
2002,7,192488984,John Q,61,false
2002,8,136090746,Queen of the Damned,62,false
2002,9,133862047,We Were Soldiers,61,false
2002,10,138927081,The Time Machine,65,false
2002,11,177487682,Ice Age,68,false
2002,12,185808779,Blade II,68,false
2002,13,189335381,Panic Room,68,false
2002,14,136969398,Panic Room,64,false
2002,15,124510843,Changing Lanes,72,false
2002,16,132740252,The Scorpion King,75,false
2002,17,107900138,The Scorpion King,82,false
2002,18,215536631,Spider-Man,83,false
2002,19,191921645,Spider-Man,81,false
2002,20,232908246,Star Wars: Episode II - Attack of the Clones,83,false
2002,21,242961383,Star Wars: Episode II - Attack of the Clones,95,false
2002,22,191056233,The Sum of All Fears,93,false
2002,23,163676858,The Sum of All Fears,97,false
2002,24,238437561,Scooby-Doo,102,false
2002,25,244410838,Lilo & Stitch,100,false
2002,26,268088115,Mr. Deeds,105,false
2002,27,226484070,Men in Black II,93,false
2002,28,219129103,Men in Black II,120,false
2002,29,184965807,Stuart Little 2,121,false
2002,30,228835312,Austin Powers in Goldmember,131,false
2002,31,250449791,Signs,128,false
2002,32,203198261,xXx,132,false
2002,33,158701021,xXx,134,false
2002,34,120343256,Signs,141,false
2002,35,129428835,Signs,137,false
2002,36,100520606,My Big Fat Greek Wedding,141,false
2002,37,110860596,Barbershop,149,false
2002,38,102680755,Barbershop,153,false
2002,39,128761868,Sweet Home Alabama,156,false
2002,40,131676428,Red Dragon,147,false
2002,41,124326382,Red Dragon,153,false
2002,42,117762582,The Ring,144,false
2002,43,139277662,Jackass: The Movie,159,false
2002,44,152762558,The Santa Clause 2,146,false
2002,45,191553038,8 Mile,143,false
2002,46,207541247,Harry Potter and the Chamber of Secrets,149,false
2002,47,243885713,Die Another Day,144,false
2002,48,176756968,Die Another Day,133,false
2002,49,105108971,Die Another Day,129,false
2002,50,172493245,The Lord of the Rings: The Two Towers,123,false
2002,51,292838659,The Lord of the Rings: The Two Towers,128,false
2002,52,333602044,The Lord of the Rings: The Two Towers,129,false
2003,1,171206311,The Lord of the Rings: The Two Towers,121,false
2003,2,146643539,Just Married,124,false
2003,3,150390361,Kangaroo Jack,132,false
2003,4,131208055,Darkness Falls,129,false
2003,5,143787398,The Recruit,125,false
2003,6,151136873,How to Lose a Guy in 10 Days,120,false
2003,7,157175173,Daredevil,126,false
2003,8,145155543,Old School,122,false
2003,9,134006291,Cradle 2 the Grave,132,false
2003,10,146722581,Bringing Down the House,131,false
2003,11,138571526,Bringing Down the House,134,false
2003,12,129713748,Bringing Down the House,138,false
2003,13,131811652,Head of State,143,false
2003,14,125727241,Phone Booth,145,false
2003,15,139022697,Anger Management,155,false
2003,16,150015696,Anger Management,155,false
2003,17,115710990,Identity,167,false
2003,18,193203915,X2: X-Men United,155,false
2003,19,182213786,X2: X-Men United,150,false
2003,20,212628660,The Matrix Reloaded,154,false
2003,21,237009797,Bruce Almighty,137,false
2003,22,241537753,Finding Nemo,135,false
2003,23,225873991,Finding Nemo,135,false
2003,24,185147546,Finding Nemo,136,false
2003,25,216312053,Hulk,141,false
2003,26,231036373,Charlie's Angels: Full Throttle,144,false
2003,27,232030356,Terminator 3: Rise of the Machines,145,false
2003,28,224685609,Pirates of the Caribbean: The Curse of the Black Pearl,138,false
2003,29,233456102,Bad Boys II,143,false
2003,30,241828746,Spy Kids 3-D: Game Over,144,false
2003,31,229304880,American Wedding,136,false
2003,32,206838776,S.W.A.T.,134,false
2003,33,212085891,Freddy vs. Jason,133,false
2003,34,144970942,Freddy vs. Jason,140,false
2003,35,132739488,Jeepers Creepers 2,143,false
2003,36,86413199,Jeepers Creepers 2,147,false
2003,37,111464476,Once Upon a Time in Mexico,152,false
2003,38,133601389,Underworld,144,false
2003,39,119604449,The Rundown,156,false
2003,40,127499990,School of Rock,150,false
2003,41,116778055,School of Rock,159,false
2003,42,147790228,The Texas Chainsaw Massacre,153,false
2003,43,164245373,Scary Movie 3,158,false
2003,44,167045508,The Matrix Revolutions,156,false
2003,45,209014663,The Matrix Revolutions,151,false
2003,46,164554260,Master and Commander: The Far Side of the World,148,false
2003,47,215163555,The Cat in the Hat,139,false
2003,48,188772678,The Haunted Mansion,137,false
2003,49,126054770,The Last Samurai,132,false
2003,50,169859084,The Lord of the Rings: The Return of the King,133,false
2003,51,264586397,The Lord of the Rings: The Return of the King,119,false
2003,52,356853256,The Lord of the Rings: The Return of the King,110,false
2004,1,180600550,The Lord of the Rings: The Return of the King,115,false
2004,2,137068707,The Lord of the Rings: The Return of the King,115,false
2004,3,152426580,Along Came Polly,123,false
2004,4,130872874,The Butterfly Effect,124,false
2004,5,121060862,You Got Served,118,false
2004,6,138552432,Barbershop 2: Back in Business,125,false
2004,7,156771843,50 First Dates,134,false
2004,8,159103270,The Passion of the Christ,138,false
2004,9,212371818,The Passion of the Christ,128,false
2004,10,189015064,The Passion of the Christ,125,false
2004,11,160764918,The Passion of the Christ,138,false
2004,12,154709079,Dawn of the Dead,137,false
2004,13,152113746,Scooby-Doo 2: Monsters Unleashed,139,false
2004,14,177600125,Hellboy,129,false
2004,15,162674626,The Passion of the Christ,146,false
2004,16,129169743,Kill Bill: Vol. 2,141,false
2004,17,127102625,Man on Fire,145,false
2004,18,128921781,Mean Girls,153,false
2004,19,143793581,Van Helsing,157,false
2004,20,166517142,Troy,163,false
2004,21,231122464,Shrek 2,159,false
2004,22,292357479,Shrek 2,155,false
2004,23,258078244,Harry Potter and the Prisoner of Azkaban,143,false
2004,24,232045105,Harry Potter and the Prisoner of Azkaban,134,false
2004,25,220123434,Dodgeball,133,false
2004,26,255789457,Spider-Man 2,124,false
2004,27,266481079,Spider-Man 2,115,false
